date,sorted_tags,paper,paper_country,mentioned_countries,headline,summary,news,link
04/6/2020,technology;coronavirus,Guardian,UK,france, Fewer than four in 10 cover face on UK public transport – Guardian survey, Survey of almost 800 travellers in three cities shows in some areas rate is just 10%, survey almost 800 travellers three cities shows areas rate 10 ,https://www.theguardian.com/world/2020/jun/04/fewer-than-four-in-10-people-in-uk-wear-a-face-covering-guardian-survey
04/6/2020,coronavirus;technology,Guardian,UK,, Do face coverings reduce risk and spread of coronavirus?, As England announces compulsory face coverings on public transport  what is scientific evidence behind measure?, england announces compulsory face coverings public transport  scientific evidence behind measure ,https://www.theguardian.com/uk-news/2020/jun/04/do-face-coverings-reduce-risk-and-spread-of-coronavirus
04/6/2020,technology;coronavirus,Guardian,UK,, Fall guy Shapps takes turn to promote UK as 'world beater' in stupidity, Even our transport secretary is now running on fumes  unveiling face mask measures others made law a month ago, even transport secretary running fumes  unveiling face mask measures others made law month ago,https://www.theguardian.com/politics/2020/jun/04/fall-guy-shapps-takes-turn-to-promote-uk-as-world-beater-in-stupidity-transport-face-mask
04/6/2020,coronavirus;technology,Guardian,UK,, A junior doctor's marathon – and other hopeful coronavirus stories, Doctor runs home to raise funds for PPE and NHS worker sees children after nine weeks apart, doctor runs home raise funds ppe nhs worker sees children nine weeks apart,https://www.theguardian.com/news/2020/jun/04/junior-doctors-marathon-and-other-hopeful-coronavirus-stories
05/6/2020,coronavirus,Guardian,UK,australia;denmark, Scout troops pair up with care homes across UK, Coronavirus crisis prompts movement to switch focus to help hard-hit care sector, coronavirus crisis prompts movement switch focus help hard hit care sector,https://www.theguardian.com/society/2020/jun/05/scout-troops-pair-up-with-care-homes-across-uk
04/6/2020,coronavirus;technology,Guardian,UK,, 'Way behind the curve': test  trace and a local credibility gap, Councils are supposed to play a big role in the coronavirus strategy  but do they have the means to do so?, councils supposed play big role coronavirus strategy  means ,https://www.theguardian.com/world/2020/jun/04/way-behind-the-curve-test-trace-and-a-local-credibility-gap
04/6/2020,coronavirus;technology,Guardian,UK,, Alok Sharma receives negative coronavirus test result, Opposition say fears sparked by symptoms show MPs should stay away from parliament, opposition say fears sparked symptoms show mps stay away parliament,https://www.theguardian.com/politics/2020/jun/04/alok-sharma-receives-negative-coronavirus-test-result
04/6/2020,technology;coronavirus,Guardian,UK,, British Airways shuns Priti Patel meeting over quarantine plans, Britain’s biggest airline refused to join industry call with home secretary over proposals for 14-day quarantine, britain’s biggest airline refused join industry call home secretary proposals 14 day quarantine,https://www.theguardian.com/politics/2020/jun/04/british-airways-shuns-priti-patel-meeting-over-quarantine-plans
04/6/2020,coronavirus;technology,Guardian,UK,, Ministers considering renationalising England and Wales probation service, Exclusive: Move is latest attempt to unwind ‘disastrous’ 2014 changes under Chris Grayling, exclusive  move latest attempt unwind ‘disastrous’ 2014 changes chris grayling,https://www.theguardian.com/society/2020/jun/04/ministers-considering-renationalising-england-and-wales-probation-service
04/6/2020,coronavirus;technology,Guardian,UK,germany, 'Get your knee off our necks’ Sharpton delivers moving eulogy at Floyd memorial, , ,https://www.theguardian.com/us-news/2020/jun/04/george-floyd-memorial-minneapolis
04/6/2020,coronavirus,Guardian,UK,georgia, Can Joe Biden convince protesters he'd be a 'transformational' president?, ‘It’s not enough to just be better than Trump’  Democratic hopeful told  amid anti-racist uprising sparked by killing of George Floyd, ‘it’s enough better trump’  democratic hopeful told  amid anti racist uprising sparked killing george floyd,https://www.theguardian.com/us-news/2020/jun/04/joe-biden-george-floyd-protests
04/6/2020,coronavirus;government;technology,Guardian,UK,turkey, Iran cases hit record high in second wave of coronavirus, Government faces political as well as health crisis as easing of restrictions continues, government faces political well health crisis easing restrictions continues,https://www.theguardian.com/world/2020/jun/04/iran-faces-crisis-amid-record-number-of-daily-coronavirus-infections
04/6/2020,coronavirus;technology,Guardian,UK,brazil;france;italy, St Petersburg death tally casts doubt on Russian coronavirus figures, City issues 1 552 more death certificates in May than last year  but Covid-19 toll was 171, city issues 1 552 death certificates may last year  covid 19 toll 171,https://www.theguardian.com/world/2020/jun/04/st-petersburg-death-tally-casts-doubt-on-russian-coronavirus-figures
05/6/2020,coronavirus;technology,Guardian,UK,italy;china, Lockdown may return if there is second wave  says Italy medical chief, Maurizio Cecconi says society must learn how to live with Covid-19 until there is a vaccine, maurizio cecconi says society must learn live covid 19 vaccine,https://www.theguardian.com/world/2020/jun/05/lockdown-may-return-if-there-is-second-wave-says-italy-medical-chief-maurizio-cecconi
04/6/2020,coronavirus;technology,Guardian,UK,brazil;italy;mexico;chile, Brazil overtakes Italy as country with third-highest coronavirus deaths, Brazil registers a record 1 473 deaths in day  with Mexico also registering over 1 000  as Latin American countries seek to reopen, brazil registers record 1 473 deaths day  mexico also registering 1 000  latin american countries seek reopen,https://www.theguardian.com/world/2020/jun/04/coronavirus-brazil-record-daily-death-toll-mexico
04/6/2020,coronavirus;government,Guardian,UK,israel, Israeli settlers speak out against US-backed annexation plan, Settler leader says Trump plan ‘endangers the existence of the state of Israel’, settler leader says trump plan ‘endangers existence state israel’,https://www.theguardian.com/world/2020/jun/04/israeli-settlers-speak-out-against-us-backed-annexation-plan
04/6/2020,technology;coronavirus,Guardian,UK,sweden, Prague erects replica of baroque Virgin Mary statue toppled in 1918, Sculptor Petr Vá?a installs his copy of 1652 original in Czech capital’s Old Town Square, sculptor petr vá installs copy 1652 original czech capital’s old town square,https://www.theguardian.com/world/2020/jun/04/prague-erects-replica-of-baroque-virgin-mary-statue-toppled-in-1918
04/6/2020,coronavirus;technology,Guardian,UK,egypt;france;libya;turkey, UN-backed Libyan forces oust renegade general from Tripoli, Khalifa Haftar’s forces driven out after their 14-month siege of the south of the city, khalifa haftar’s forces driven 14 month siege south city,https://www.theguardian.com/world/2020/jun/04/un-backed-libyan-forces-oust-renegade-general-from-tripoli
04/6/2020,coronavirus;technology,Guardian,UK,china, Hong Kong protesters hold banned Tiananmen vigil as anthem law is passed, Protesters defy police ban as legislation prohibits mockery of Chinese anthem, protesters defy police ban legislation prohibits mockery chinese anthem,https://www.theguardian.com/world/2020/jun/04/hong-kong-tiananmen-vigil-ban-china-national-anthem-bill-protest
04/6/2020,coronavirus;government,Guardian,UK,ireland, UK car industry's 2 000 job cuts underline gloomy prospects, Sales slump during Covid-19 crisis causes job losses at Lookers and Aston Martin Lagonda, sales slump covid 19 crisis causes job losses lookers aston martin lagonda,https://www.theguardian.com/business/2020/jun/04/car-dealer-lookers-cuts-1500-jobs-and-closes-12-showrooms
04/6/2020,coronavirus;technology,Guardian,UK,germany, Germany unveils €130bn coronavirus recovery package, Tax and spending measures are designed to provide country with big economic boost, tax spending measures designed provide country big economic boost,https://www.theguardian.com/world/2020/jun/04/germany-unveils-huge-130bn-coronavirus-recovery-package
04/6/2020,coronavirus;technology,Guardian,UK,, Labour calls for second round of support for struggling firms, Ministers need to follow up emergency scheme with targeted help  says Ed Miliband, ministers need follow emergency scheme targeted help  says ed miliband,https://www.theguardian.com/business/2020/jun/04/labour-calls-for-second-round-of-support-for-struggling-firms
04/6/2020,coronavirus;government;technology,Guardian,UK,, Chemicals firm BASF biggest beneficiary of UK coronavirus loan scheme, German company among large firms using government-backed funding to help weather fallout of pandemic, german company among large firms using government backed funding help weather fallout pandemic,https://www.theguardian.com/business/2020/jun/04/chemicals-firm-basf-biggest-beneficiary-of-uk-coronavirus-loan-scheme
04/6/2020,coronavirus;technology,Guardian,UK,india, AstraZeneca doubles capacity for potential Covid-19 vaccine to 2bn doses, Company will increase manufacturing capability after striking additional deal worth £595m, company increase manufacturing capability striking additional deal worth £595m,https://www.theguardian.com/business/2020/jun/04/astrazeneca-doubles-capacity-for-potential-covid-19-vaccine-to-2bn-doses
04/6/2020,coronavirus;technology,Guardian,UK,germany, Angela Merkel has become the spend  spend  spend chancellor, With its €130bn stimulus package  Germany is showing others how to do the recovery, €130bn stimulus package  germany showing others recovery,https://www.theguardian.com/world/2020/jun/04/angela-merkel-has-become-the-spend-spend-spend-chancellor
05/6/2020,government;coronavirus;technology,Guardian,UK,, UK under pressure to rethink face masks in wake of WHO advice, Government rules fall short of new global guidance for public to wear three-layer mask, government rules fall short new global guidance public wear three layer mask,https://www.theguardian.com/world/2020/jun/05/uk-under-pressure-to-rethink-face-masks-in-wake-of-who-advice
05/6/2020,coronavirus;technology,Guardian,UK,, UK experts call for coronavirus inquiry to prevent deadly second wave, Many more will die unless we fix structural problems that have blighted Britain’s response  say scientists, many die unless fix structural problems blighted britain’s response  say scientists,https://www.theguardian.com/politics/2020/jun/05/uk-experts-call-for-coronavirus-inquiry-to-prevent-deadly-second-wave
05/6/2020,coronavirus;technology,Guardian,UK,netherlands;japan, Vitamin K found in some cheeses could help fight Covid-19  study suggests, Scientists in Netherlands explore possible link between deficiency and Covid-19 deaths, scientists netherlands explore possible link deficiency covid 19 deaths,https://www.theguardian.com/science/2020/jun/05/vitamin-k-could-help-fight-coronavirus-study-suggests
05/6/2020,coronavirus;technology,Guardian,UK,, Tory MP attended lockdown barbecue with journalists, Exclusive: Bob Seely was at gathering when guidance said you could only meet one other person, exclusive  bob seely gathering guidance said could meet one person,https://www.theguardian.com/world/2020/jun/05/tory-mp-bob-seely-attended-lockdown-barbecue-with-journalists
05/6/2020,coronavirus;technology,Guardian,UK,, Lack of response to BAME Covid-19 toll risks fuelling tensions  say MPs, Minority ethnic MPs say absence of recommendations in PHE report was ‘massive failure’, minority ethnic mps say absence recommendations phe report ‘massive failure’,https://www.theguardian.com/politics/2020/jun/05/lack-of-response-to-bame-covid-19-toll-risks-fuelling-tensions-say-mps
06/6/2020,coronavirus;technology,Guardian,UK,, George Floyd protests give fresh impetus to UK anti-racism campaign, Thousands have taken to the streets  prompting concerns about risks of breaking lockdown rules, thousands taken streets  prompting concerns risks breaking lockdown rules,https://www.theguardian.com/uk-news/2020/jun/06/george-floyd-protests-uk-anti-racism-campaign
05/6/2020,coronavirus;technology,Guardian,UK,, Belly Mujinga: police ask CPS to review rail worker's Covid-19 death, Decision to close case of London worker who was spat at sparks anger among Black Lives Matter protesters, decision close case london worker spat sparks anger among black lives matter protesters,https://www.theguardian.com/law/2020/jun/05/belly-mujinga-police-ask-cps-to-review-rail-workers-covid-19-death
05/6/2020,government;technology;coronavirus,Guardian,UK,, Plans to reopen shops in England 'in chaos' over social distancing rules, Study finds 10 sq metres of space is required per shopper to stick to government’s 2-metre guidelines, study finds 10 sq metres space required per shopper stick government’s 2 metre guidelines,https://www.theguardian.com/business/2020/jun/05/shops-reopen-england-social-distancing-rules-coronavirus
05/6/2020,technology;coronavirus,Guardian,UK,, 'We need to mix things up': UK retailers prepare for return of high street, Browsing appointments and floral markers among ideas as shops in England plan to re-open, browsing appointments floral markers among ideas shops england plan open,https://www.theguardian.com/business/2020/jun/05/we-need-to-mix-things-up-retailers-prepare-for-return-of-high-street
05/6/2020,technology;coronavirus,Guardian,UK,china;ireland, BBC appoints insider Tim Davie as director general, BBC Studios chief accepts pay cut as he is picked to succeed Tony Hall at critical juncture, bbc studios chief accepts pay cut picked succeed tony hall critical juncture,https://www.theguardian.com/media/2020/jun/05/bbc-appoints-insider-tim-davie-as-director-general
05/6/2020,technology;coronavirus,Guardian,UK,, Calls for local lockdowns as study finds R value above 1 in north-west England, Matt Hancock defends easing of lockdown as regional leaders say they fear second spike in deaths, matt hancock defends easing lockdown regional leaders say fear second spike deaths,https://www.theguardian.com/world/2020/jun/05/calls-for-local-lockdowns-as-study-finds-r-value-above-1-in-north-west-england
05/6/2020,coronavirus;technology,Guardian,UK,georgia, UN experts condemn modern-day ‘racial terror’ lynchings in US, Monitors made direct link between police killings of unarmed black American men and racial lynchings in segregation era, monitors made direct link police killings unarmed black american men racial lynchings segregation era,https://www.theguardian.com/world/2020/jun/05/un-human-rights-monitors-us-modern-racial-terror-lynchings
06/6/2020,coronavirus;technology,Guardian,UK,georgia, In life and death  George Floyd's plight reflected the burden of being black in America, Floyd’s struggles resonate with many black Americans and the timing of his killing created a spark that lit this week’s uprising over centuries of racism, floyd’s struggles resonate many black americans timing killing created spark lit week’s uprising centuries racism,https://www.theguardian.com/us-news/2020/jun/06/george-floyd-plight-reflected-burden-of-being-black-america
05/6/2020,coronavirus;technology,Guardian,UK,, 'Can't quite believe it': New Zealand tiptoes towards elimination of coronavirus, With an anonymous woman in Auckland the last confirmed case  scientists expect to be able to declare next week that the nation is virus-free, anonymous woman auckland last confirmed case  scientists expect able declare next week nation virus free,https://www.theguardian.com/world/2020/jun/05/cant-quite-believe-it-new-zealand-tiptoes-towards-elimination-of-coronavirus
06/6/2020,coronavirus;technology,Guardian,UK,nepal, Nepali climbers and support staff destitute after Everest closure, Guides  sherpas and cooks struggling to feed families due to loss of income from coronavirus measures, guides  sherpas cooks struggling feed families due loss income coronavirus measures,https://www.theguardian.com/world/2020/jun/06/nepal-climbers-support-staff-destitute-everest-closure-coronavirus
05/6/2020,coronavirus;technology,Guardian,UK,, US unemployment declines to 13.3% as economy restores 2.5m jobs in May, Latest tally follows the loss of 20m jobs in April when unemployment hit 14.7%  as US economy continues to reel from impact of Covid-19, latest tally follows loss 20m jobs april unemployment hit 14 7   us economy continues reel impact covid 19,https://www.theguardian.com/business/2020/jun/05/us-unemployment-may-great-depression-job-loss
05/6/2020,coronavirus;government,Guardian,UK,, Bentley to cut nearly a quarter of its workforce, Carmaker hopes to cut 1 000 jobs through voluntary redundancies but warns no-deal Brexit will deepen coronavirus impact, carmaker hopes cut 1 000 jobs voluntary redundancies warns deal brexit deepen coronavirus impact,https://www.theguardian.com/business/2020/jun/05/bentley-to-cut-nearly-a-quarter-of-its-workforce
05/6/2020,coronavirus;technology,Guardian,UK,china, Jaguar Land Rover borrows £560m from Chinese banks to secure cashflow, Carmaker ineligible for UK state support takes three-year loan to weather Covid-19 crisis, carmaker ineligible uk state support takes three year loan weather covid 19 crisis,https://www.theguardian.com/business/2020/jun/05/jaguar-land-rover-borrows-560m-from-chinese-banks-to-secure-cashflow
06/6/2020,technology;coronavirus;government,Guardian,UK,, Super-rich spot bargains as luxury London townhouse sells for just £15m, Wealthy buyers are snapping up homes at a big discount in Covid-19 crisis after viewings via Zoom, wealthy buyers snapping homes big discount covid 19 crisis viewings via zoom,https://www.theguardian.com/business/2020/jun/06/super-rich-spot-bargains-as-luxury-london-townhouse-sells-for-just-15m
05/6/2020,coronavirus;technology,Guardian,UK,, UK house prices fall for third month in a row as Covid-19 stifles market, Interest from buyers in England increased in May as lockdown eased  says Halifax, interest buyers england increased may lockdown eased  says halifax,https://www.theguardian.com/money/2020/jun/05/uk-house-prices-fall-for-third-month-in-a-row-as-covid-19-stifles-market-halifax
05/6/2020,coronavirus,Guardian,UK,, Gap reports $932m quarterly loss after Covid-19 shutdown, , ,https://www.theguardian.com/business/2020/jun/05/gap-reports-932m-quarterly-loss-after-covid-19-shutdown
05/6/2020,coronavirus;technology,Guardian,UK,, Rishi Sunak picks Richard Hughes for budget watchdog role, Boss of left-leaning thinktank who warned about financial risks of Covid-19 earmarked as OBR boss, boss left leaning thinktank warned financial risks covid 19 earmarked obr boss,https://www.theguardian.com/business/2020/jun/05/rishi-sunak-picks-richard-hughes-for-budget-watchdog-role-obr
06/6/2020,technology;coronavirus,Guardian,UK,, Monzo customers shut out of accounts in lockdown, Some of the bank’s customers have been unable to get to their money when they need it most, bank’s customers unable get money need,https://www.theguardian.com/money/2020/jun/06/monzo-customers-shut-out-of-accounts-in-lockdown
06/6/2020,coronavirus;technology,Guardian,UK,, A guide to probate: everything you need to know, With the coronavirus causing long delays to the process  here are the key points to remember, coronavirus causing long delays process  key points remember,https://www.theguardian.com/money/2020/jun/06/a-guide-to-probate-everything-you-need-to-know
05/6/2020,coronavirus,Guardian,UK,, Savers facing 'summertime of sadness' can still build financial safety net, Some UK households in Covid-19 lockdown have spare cash and should shop around for best rates, uk households covid 19 lockdown spare cash shop around best rates,https://www.theguardian.com/money/2020/jun/05/savers-uk-covid-19-lockdown-cash
12/6/2020,coronavirus;technology,Guardian,UK,, UK GDP falls by record 20.4% in April as lockdown paralyses economy, Latest figures are double the drop during the miners’ strikes and winter of discontent in the 1970s, latest figures double drop miners’ strikes winter discontent 1970s,https://www.theguardian.com/business/2020/jun/12/britains-gdp-falls-204-in-april-as-economy-is-paralysed-by-lockdown
12/6/2020,technology;coronavirus,Guardian,UK,, Boris Johnson 'stoking fear and division' ahead of BLM protests, Critics say PM’s claim that George Floyd protests ‘hijacked by extremists’ is dangerous, critics say pm’s claim george floyd protests ‘hijacked extremists’ dangerous,https://www.theguardian.com/world/2020/jun/12/boris-johnson-stoking-fear-and-division-ahead-of-blm-protests
12/6/2020,coronavirus;technology,Guardian,UK,, Chief nurse dropped from No 10 briefing 'for not backing Cummings', Ruth May was taken off daily briefing after failing to back PM’s adviser over Durham trip, ruth may taken daily briefing failing back pm’s adviser durham trip,https://www.theguardian.com/politics/2020/jun/12/chief-nurse-dropped-from-no-10-briefing-for-not-backing-cummings
12/6/2020,coronavirus;technology,Guardian,UK,, Johnson's 'culture war' trap seems designed for Corbyn  not Starmer, As No 10 hopes to divide Labour on statues and TV archives  its leader has made practical demands on race inequality, 10 hopes divide labour statues tv archives  leader made practical demands race inequality,https://www.theguardian.com/world/2020/jun/12/johnsons-culture-war-trap-seems-designed-for-corbyn-not-starmer
12/6/2020,coronavirus;technology,Guardian,UK,, 'We cannot edit our past': Boris Johnson's statue tweets explained, PM’s slightly confused messages feed into Britain’s febrile and divided mood, pm’s slightly confused messages feed britain’s febrile divided mood,https://www.theguardian.com/politics/2020/jun/12/we-cannot-edit-our-past-boris-johnsons-statue-tweets-explained
12/6/2020,coronavirus;technology,Guardian,UK,, Greene King pubs to reopen with perspex screens and controlled toilets, Chain spends £15m to get ready for post-lockdown return of ‘the great British pub’, chain spends £15m get ready post lockdown return ‘the great british pub’,https://www.theguardian.com/business/2020/jun/12/greene-king-pubs-to-reopen-with-perspex-bar-screens-and-controlled-toilets
13/6/2020,coronavirus;technology,Guardian,UK,, How high street shops in England plan to trade from Monday, Non-essential shops are reopening for business after coronavirus lockdown, non essential shops reopening business coronavirus lockdown,https://www.theguardian.com/business/2020/jun/13/how-high-street-shops-in-england-plan-to-trade-from-monday
12/6/2020,government;coronavirus;technology,Guardian,UK,ireland, Headteachers berate non-stop guidance changes for England's schools, Government’s failure to give clear advice over reopening has left teachers exhausted  say heads, government’s failure give clear advice reopening left teachers exhausted  say heads,https://www.theguardian.com/education/2020/jun/12/headteachers-berate-non-stop-guidance-changes-for-englands-schools
12/6/2020,coronavirus,Guardian,UK,australia, All together now: virtual choirs thrive amid lockdown, NHS choirs are among those flourishing online  helping to boost wellbeing and morale among staff, nhs choirs among flourishing online  helping boost wellbeing morale among staff,https://www.theguardian.com/music/2020/jun/12/singing-together-nice-virtual-choirs-thrive-amid-lockdown-nhs
12/6/2020,coronavirus;technology,Guardian,UK,, Matt Hancock faces legal action from daughter of Covid-19 care home victim, Minister accused of ‘litany of failures’ and misleading public over protecting care homes, minister accused ‘litany failures’ misleading public protecting care homes,https://www.theguardian.com/world/2020/jun/12/matt-hancock-faces-legal-action-from-daughter-of-covid-19-care-home-victim
12/6/2020,coronavirus,Guardian,UK,, Bereaved relatives call for immediate inquiry into Covid-19 crisis, , ,https://www.theguardian.com/world/2020/jun/12/bereaved-relatives-call-for-immediate-inquiry-into-covid-19-crisis
13/6/2020,coronavirus;technology,Guardian,UK,, BMA demands answers over missing BAME pages of Covid-19 report, Letter to health secretary calls for urgent publication of suggested safeguards for BAME communities, letter health secretary calls urgent publication suggested safeguards bame communities,https://www.theguardian.com/world/2020/jun/13/bma-demands-answers-over-missing-bame-pages-of-covid-19-report
12/6/2020,technology;coronavirus,Guardian,UK,, Critics decry Trump election rally in city of Tulsa race massacre on Juneteenth, Rally to be held on anniversary of end of slavery  in city where white mobs killed up to 300 black people, rally held anniversary end slavery  city white mobs killed 300 black people,https://www.theguardian.com/world/2020/jun/12/trump-to-hold-election-rally-in-city-of-tulsa-race-massacre-on-juneteenth
12/6/2020,technology;coronavirus,Guardian,UK,australia, Indigenous inequality in spotlight as Australia faces reckoning on race, Campaigners frustrated that it took an African American man’s death to bring their own plight into focus, campaigners frustrated took african american man’s death bring plight focus,https://www.theguardian.com/australia-news/2020/jun/12/indiginous-inequality-in-spotlight-as-australia-faces-reckoning-on-race
12/6/2020,coronavirus;technology,Guardian,UK,india;mexico;pakistan, India's coronavirus agony: 'I did everything to save my wife and baby', Pregnant woman turned away from eight hospitals as pandemic pushes healthcare to brink of collapse, pregnant woman turned away eight hospitals pandemic pushes healthcare brink collapse,https://www.theguardian.com/world/2020/jun/12/india-coronavirus-agony-i-did-everything-to-save-my-wife-and-baby
12/6/2020,coronavirus;technology,Guardian,UK,china;india, 'China's lifeblood': street hawkers make surprise return to fire up ailing economy, Once discouraged in favour of modern  smarter cities  vendors have been praised by Beijing in a bid to keep low-skilled people in work after coronavirusCoronavirus latest updates India cases surge as lockdown eases, discouraged favour modern  smarter cities  vendors praised beijing bid keep low skilled people work coronaviruscoronavirus latest updates india cases surge lockdown eases,https://www.theguardian.com/world/2020/jun/12/chinas-lifeblood-street-hawkers-make-surprise-return-to-fire-up-ailing-economy
12/6/2020,coronavirus;technology,Guardian,UK,brazil, Brazil overtakes UK with world's second-highest Covid-19 death toll, Tally published by coalition of news outlets compiling stats since Brazil’s health ministry was accused of seeking to conceal figures, tally published coalition news outlets compiling stats since brazil’s health ministry accused seeking conceal figures,https://www.theguardian.com/world/2020/jun/12/brazil-coronavirus-death-toll-second-highest
12/6/2020,coronavirus;government,Guardian,UK,belgium, Belgian transport minister in row over 34-mile trip in private jet, Greenpeace calls Lydia Peeters’ Brussels to Antwerp press flight ‘mind-blowing’, greenpeace calls lydia peeters’ brussels antwerp press flight ‘mind blowing’,https://www.theguardian.com/world/2020/jun/12/belgian-transport-minister-in-row-over-34-mile-trip-in-private-jet
13/6/2020,coronavirus;technology,Guardian,UK,belgium;france;luxembourg;netherlands, Paris museum reopens with stories of frantic wartime exodus, Visitors may find echoes of early 1940s Europe in present-day fears and uncertainties, visitors may find echoes early 1940s europe present day fears uncertainties,https://www.theguardian.com/world/2020/jun/13/paris-museum-reopens-with-stories-of-frantic-wartime-exodus
12/6/2020,technology,Guardian,UK,, Capturing the cry for change: photographers on the BLM protests, Since the killing of George Floyd in Minneapolis a huge uproar of protests against racism and police brutality has swept through more than 750 cities and towns all across America. Four black photographers write about their experiences covering the Black Lives Matter demonstrations  and what the protests mean to them, since killing george floyd minneapolis huge uproar protests racism police brutality swept 750 cities towns across america  four black photographers write experiences covering black lives matter demonstrations  protests mean,https://www.theguardian.com/media/2020/jun/12/capturing-the-cry-for-change-photographers-on-the-blm-protests
12/6/2020,technology;coronavirus,Guardian,UK,, Calamitous GDP figures show UK economy has fallen off a cliff, It goes without saying that the 20.4% contraction in April is the worst on record, goes without saying 20 4  contraction april worst record,https://www.theguardian.com/business/2020/jun/12/calamitous-gdp-figures-show-uk-economy-has-fallen-off-a-cliff
12/6/2020,coronavirus;technology,Guardian,UK,, BA  easyJet and Ryanair begin court action over UK quarantine rules, Airlines seeking urgent judicial review of policy that they say could cost thousands of jobs, airlines seeking urgent judicial review policy say could cost thousands jobs,https://www.theguardian.com/business/2020/jun/12/ba-easyjet-and-ryanair-begin-court-action-over-uk-quarantine-rules
13/6/2020,coronavirus;technology,Guardian,UK,, MPs call British Airways 'a national disgrace' for attempt to cut staff conditions, Scathing report accuses airline of ‘calculated attempt to take advantage of the pandemic’, scathing report accuses airline ‘calculated attempt take advantage pandemic’,https://www.theguardian.com/business/2020/jun/13/mps-call-british-airways-a-national-disgrace-for-attempt-to-cut-staff-conditions
12/6/2020,technology;government,Guardian,UK,iceland, 'There are lots of BAME candidates': UK boardrooms fail to embrace diversity, FTSE recruiters are not looking hard enough  says Gate Ventures CEO Tevin Tobun, ftse recruiters looking hard enough  says gate ventures ceo tevin tobun,https://www.theguardian.com/business/2020/jun/12/there-are-lots-of-bame-candidates-uk-boardrooms-fail-to-embrace-diversity
13/6/2020,coronavirus;technology,Guardian,UK,india, Big online learning provider faces calls for refunds after complaints, Shaw Academy is being investigated by Trustpilot over reviews amid soaring student numbers in lockdown, shaw academy investigated trustpilot reviews amid soaring student numbers lockdown,https://www.theguardian.com/education/2020/jun/13/big-online-learning-provider-faces-calls-for-refunds-after-complaints
13/6/2020,technology;coronavirus,Guardian,UK,belgium;germany;denmark;netherlands, 'The Netflix of bikes': will a bicycle rental scheme catch on?, Buzzbike hopes to tempt workers returning to the office as lockdown eases to try out its scheme, buzzbike hopes tempt workers returning office lockdown eases try scheme,https://www.theguardian.com/lifeandstyle/2020/jun/13/the-netflix-of-bikes-will-a-bicycle-rental-scheme-catch-on
13/6/2020,coronavirus;technology,Guardian,UK,, Ethical investments are outperforming traditional funds, Evidence suggests that environmentally focused investing is becoming mainstream, evidence suggests environmentally focused investing becoming mainstream,https://www.theguardian.com/money/2020/jun/13/ethical-investments-are-outperforming-traditional-funds
07/6/2020,coronavirus;technology,Guardian,UK,, UK coronavirus victims have lain undetected at home for two weeks, Doctors say there have been dozens of cases and warn of ‘epidemic of loneliness’, doctors say dozens cases warn ‘epidemic loneliness’,https://www.theguardian.com/world/2020/jun/07/uk-coronavirus-victims-have-lain-undetected-at-home-for-two-weeks
07/6/2020,coronavirus;government,Guardian,UK,, Ministers face backlash after claiming Britain is not racist, Black MPs and campaigners hit out after attempt to downplay Black Lives Matter protests, black mps campaigners hit attempt downplay black lives matter protests,https://www.theguardian.com/us-news/2020/jun/07/ministers-face-backlash-over-suggestions-that-britain-is-not-racist
07/6/2020,technology;coronavirus,Guardian,UK,, Mass anti-racism protests take place in cities across UK, Many thousands join rallies in response to George Floyd killing despite warnings, many thousands join rallies response george floyd killing despite warnings,https://www.theguardian.com/world/2020/jun/07/anti-racism-mass-protests-take-place-in-cities-across-the-uk
08/6/2020,coronavirus;technology,Guardian,UK,, Coronavirus UK: BAME women suffer harder financial hit, Study also shows that psychological consequences are worse than for white women, study also shows psychological consequences worse white women,https://www.theguardian.com/world/2020/jun/08/coronavirus-uk-bame-women-suffer-harder-financial-hit
07/6/2020,coronavirus;technology,Guardian,UK,china, 'Trump is tearing apart America': how the world sees the US protests, The racial tensions in the US have emboldened both President Trump’s allies and his enemies, racial tensions us emboldened president trump’s allies enemies,https://www.theguardian.com/us-news/2020/jun/07/tearing-apart-america-how-friends-and-foes-now-view-trumps-rule
08/6/2020,technology;coronavirus,Guardian,UK,china;germany;france, UK diplomats fear end of special relationship if Trump re-elected, Former senior officials also worry Britain may be sidelined if Joe Biden becomes president, former senior officials also worry britain may sidelined joe biden becomes president,https://www.theguardian.com/politics/2020/jun/08/uk-diplomats-fear-end-of-special-relationship-if-trump-re-elected
07/6/2020,technology;coronavirus,Guardian,UK,ireland, UK failure to lock down earlier cost many lives  top scientist says, Sage member also says Covid-19 ‘definitely not over’ and urges caution in easing lockdown, sage member also says covid 19 ‘definitely over’ urges caution easing lockdown,https://www.theguardian.com/world/2020/jun/07/uk-failure-to-lock-down-earlier-cost-many-uk-lives-top-scientist-says
07/6/2020,coronavirus;technology,Guardian,UK,ireland;qatar, UK airlines launch legal battle over Covid-19 quarantine ruling, Bid to overturn ‘illogical’ restrictions comes amid anger at BA’s plans to sack staff, bid overturn ‘illogical’ restrictions comes amid anger ba’s plans sack staff,https://www.theguardian.com/business/2020/jun/07/ba-launches-legal-battle-over-covid-19-quarantine-ruling
07/6/2020,government,Guardian,UK,, Religious leaders split over reopening places of worship in England, Christians welcome move  but Muslims and Jews stress role of communal prayer, christians welcome move  muslims jews stress role communal prayer,https://www.theguardian.com/world/2020/jun/07/religious-leaders-split-over-reopening-places-of-worship-in-england
